simple_amid,bundle_amid,Frontend_name,original_frontend_name,Type,Body_Type,Size,Top_Bottom,Product_Padding,Shape_Primary,supplier,MS_Product_Image_WEB_1,Color_AM_Primary,Showroom_Month,showroom_launch,Purchase_Type,tag,cloned_products,target_inventory,forecast_inventory,Need_to_Buy,actual_buy,Cluster,Calculation,original_tag,original_target_inventory,original_forecast_inventory,Original_Need_to_Buy,buy_ratio,size_range,flag,sale_ratio,sup_ratio
PCT204681,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,30D,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,1,0,1,0,bras_regular_unlined,SUP,,1,0,1,0.0,35,Alpha_numeric,,0.0010398253093480295
PCT204682,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,30DD,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,1,0,1,0,bras_regular_unlined,SUP,,1,0,1,0.0,35,Alpha_numeric,,0.0012477903712176353
PCT204683,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,30DDD,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,1,0,1,0,bras_regular_unlined,SUP,,1,0,1,0.0,35,Alpha_numeric,,0.0012477903712176353
PCT204684,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,32A,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,73,0,73,60,bras_regular_unlined,SUP,,73,0,73,0.016542597187758478,35,Alpha_numeric,0.015349191077219286,0.016949152542372881
PCT204685,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,32B,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,164,0,164,96,bras_regular_unlined,SUP,,164,0,164,0.026468155500413565,35,Alpha_numeric,0.024673630728162328,0.029011126130810024
PCT204686,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,32C,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,148,0,148,84,bras_regular_unlined,SUP,,148,0,148,0.023159636062861869,35,Alpha_numeric,0.022502589117426686,0.025579702609961529
PCT204687,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,32D,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,99,0,99,70,bras_regular_unlined,SUP,,99,0,99,0.019299696719051559,35,Alpha_numeric,0.018763411022261704,0.020380576063221377
PCT204688,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,32DD,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,86,0,86,66,bras_regular_unlined,SUP,,86,0,86,0.018196856906534328,35,Alpha_numeric,0.020400592471546204,0.018924820630134138
PCT204689,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,32DDD,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,55,0,55,50,bras_regular_unlined,SUP,,55,0,55,0.013785497656465398,35,Alpha_numeric,0.015700211323806418,0.014869501923676823
PCT204690,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,34A,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,134,0,134,78,bras_regular_unlined,SUP,,134,0,134,0.021505376344086023,35,Alpha_numeric,0.01981985125393303,0.023915982115004678
PCT204691,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,34B,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,368,0,368,242,bras_regular_unlined,SUP,,368,0,368,0.066721808657292533,35,Alpha_numeric,0.054979277909484821,0.070292190911926788
PCT204692,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,34C,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,367,0,367,241,bras_regular_unlined,SUP,,367,0,367,0.066446098704163223,35,Alpha_numeric,0.062576319122343335,0.070292190911926788
PCT204693,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,34D,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,260,0,260,179,bras_regular_unlined,SUP,,260,0,260,0.049352081610146127,35,Alpha_numeric,0.050242009468387937,0.04949568472496621
PCT204694,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,34DD,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,243,0,243,166,bras_regular_unlined,SUP,,243,0,243,0.045767852219465124,35,Alpha_numeric,0.0489927379268043,0.04668815638972653
PCT204695,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,34DDD,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,187,0,187,117,bras_regular_unlined,SUP,,187,0,187,0.032258064516129031,35,Alpha_numeric,0.03349852925191401,0.03244254965165852
PCT204696,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,36A,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,63,0,63,55,bras_regular_unlined,SUP,,63,0,63,0.015164047422111939,35,Alpha_numeric,0.016022462582195564,0.01590932723302485
PCT204697,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,36B,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,297,0,297,205,bras_regular_unlined,SUP,,297,0,297,0.056520540391508133,35,Alpha_numeric,0.049298547054960645,0.057398357076011229
PCT204698,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,36C,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,506,0,506,341,bras_regular_unlined,SUP,,506,0,506,0.094017094017094016,35,Alpha_numeric,0.085487168427728355,0.096079858583757921
PCT204699,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,36D,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,371,0,371,243,bras_regular_unlined,SUP,,371,0,371,0.06699751861042183,35,Alpha_numeric,0.067740587294538385,0.07102006862847042
PCT204700,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,36DD,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,352,0,352,232,bras_regular_unlined,SUP,,352,0,352,0.063964709125999455,35,Alpha_numeric,0.0707732352691574,0.0669647499220131
PCT204701,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,36DDD,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,269,0,269,185,bras_regular_unlined,SUP,,269,0,269,0.051006341328921977,35,Alpha_numeric,0.053796362181761266,0.051575335343662265
PCT204702,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,38B,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,198,0,198,126,bras_regular_unlined,SUP,,198,0,198,0.034739454094292806,35,Alpha_numeric,0.031238718973523875,0.034210252677550172
PCT204703,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,38C,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,378,0,378,247,bras_regular_unlined,SUP,,378,0,378,0.068100358422939072,35,Alpha_numeric,0.070250354624405514,0.072267858999688059
PCT204704,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,38D,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,372,0,372,244,bras_regular_unlined,SUP,,372,0,372,0.067273228563551141,35,Alpha_numeric,0.073904438676456616,0.071124051159405219
PCT204705,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,30G,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,0,0,0,0,bras_regular_unlined,SUP,,0,0,0,0.0,35,Alpha_numeric,,0.00031194759280440883
PCT204706,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,30H,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,0,0,0,0,bras_regular_unlined,SUP,,0,0,0,0.0,35,Alpha_numeric,,0.00020796506186960591
PCT204707,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,32G,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,8,0,8,50,bras_regular_unlined,SUP,,8,0,8,0.013785497656465398,35,Alpha_numeric,0.014484685822642498,0.0039513361755225121
PCT204708,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,32H,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,6,0,6,50,bras_regular_unlined,SUP,,6,0,6,0.013785497656465398,35,Alpha_numeric,0.017507253419658586,0.0032234584589788916
PCT204709,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,34G,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,14,0,14,50,bras_regular_unlined,SUP,,14,0,14,0.013785497656465398,35,Alpha_numeric,0.040810754594385629,0.00738275969637101
PCT204710,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,34H,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,11,0,11,50,bras_regular_unlined,SUP,,11,0,11,0.013785497656465398,35,Alpha_numeric,0.025020082109699041,0.0060309867942185706
PCT204711,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,36G,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,21,0,21,50,bras_regular_unlined,SUP,,21,0,21,0.013785497656465398,35,Alpha_numeric,0.039262144359115896,0.0087345325985234475
PCT204712,PCT204726,London Dark Blue 2,London Dark Blue 2,bras,regular,36H,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186958.jpg,Blue,2026-01-03,2026-03-01,Sister,,0,14,0,14,50,bras_regular_unlined,SUP,,14,0,14,0.013785497656465398,35,Alpha_numeric,0.034566212276258945,0.00738275969637101
PCT204727,PCT204769,London Dark Blue 2 Plus,London Dark Blue Plus,bras,plus-size,38DD,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186959.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,541,0,541,323,bras_plus-size_unlined,SUP,,,,,0.12771846579675761,25,Alpha_numeric,0.10756347565049583,0.089096011224694335
PCT204728,PCT204769,London Dark Blue 2 Plus,London Dark Blue Plus,bras,plus-size,38DDD,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186959.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,542,0,542,215,bras_plus-size_unlined,SUP,,,,,0.085013839462238033,25,Alpha_numeric,0.084819061721684436,0.089597113650030064
PCT204729,PCT204769,London Dark Blue 2 Plus,London Dark Blue Plus,bras,plus-size,38G,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186959.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,299,0,299,117,bras_plus-size_unlined,SUP,,,,,0.046263345195729534,25,Alpha_numeric,0.045818505243130969,0.050711565443976744
PCT204730,PCT204769,London Dark Blue 2 Plus,London Dark Blue Plus,bras,plus-size,38H,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186959.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,179,0,179,78,bras_plus-size_unlined,SUP,,,,,0.03084223013048636,25,Alpha_numeric,0.030565129505584362,0.031970334736420122
PCT204731,PCT204769,London Dark Blue 2 Plus,London Dark Blue Plus,bras,plus-size,38I,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186959.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,83,0,83,50,bras_plus-size_unlined,SUP,,,,,0.019770660340055358,25,Alpha_numeric,0.018517162752862384,0.013930647424333533
PCT204732,PCT204769,London Dark Blue 2 Plus,London Dark Blue Plus,bras,plus-size,40B,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186959.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,168,0,168,70,bras_plus-size_unlined,SUP,,,,,0.0276789244760775,25,Alpha_numeric,0.049386435436498538,0.028462617759069955
PCT204733,PCT204769,London Dark Blue 2 Plus,London Dark Blue Plus,bras,plus-size,40C,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186959.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,297,0,297,115,bras_plus-size_unlined,SUP,,,,,0.045472518782127325,25,Alpha_numeric,0.065732427559425474,0.049508919623170972
PCT204734,PCT204769,London Dark Blue 2 Plus,London Dark Blue Plus,bras,plus-size,40D,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186959.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,421,0,421,167,bras_plus-size_unlined,SUP,,,,,0.0660340055357849,25,Alpha_numeric,0.069598309945888573,0.070455001002204851
PCT204735,PCT204769,London Dark Blue 2 Plus,London Dark Blue Plus,bras,plus-size,40DD,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186959.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,449,0,449,178,bras_plus-size_unlined,SUP,,,,,0.070383550810597079,25,Alpha_numeric,0.075466028115172681,0.077169773501703745
PCT204736,PCT204769,London Dark Blue 2 Plus,London Dark Blue Plus,bras,plus-size,40DDD,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186959.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,323,0,323,134,bras_plus-size_unlined,SUP,,,,,0.05298536971134836,25,Alpha_numeric,0.048595963085930734,0.054319502906394063
PCT204737,PCT204769,London Dark Blue 2 Plus,London Dark Blue Plus,bras,plus-size,40G,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186959.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,180,0,180,78,bras_plus-size_unlined,SUP,,,,,0.03084223013048636,25,Alpha_numeric,0.0331996915779682,0.032872319102024455
PCT204738,PCT204769,London Dark Blue 2 Plus,London Dark Blue Plus,bras,plus-size,40H,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186959.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,116,0,116,50,bras_plus-size_unlined,SUP,,,,,0.019770660340055358,25,Alpha_numeric,0.0163514601103732,0.016636600521146523
PCT204739,PCT204769,London Dark Blue 2 Plus,London Dark Blue Plus,bras,plus-size,40I,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186959.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,29,0,29,0,bras_plus-size_unlined,SUP,,,,,0.0,25,Alpha_numeric,0.01284050958768981,0.010122268991781919
PCT204740,PCT204769,London Dark Blue 2 Plus,London Dark Blue Plus,bras,plus-size,42C,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186959.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,306,0,306,122,bras_plus-size_unlined,SUP,,,,,0.048240411229735075,25,Alpha_numeric,0.054622989221908919,0.051813990779715373
PCT204741,PCT204769,London Dark Blue 2 Plus,London Dark Blue Plus,bras,plus-size,42D,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186959.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,254,0,254,96,bras_plus-size_unlined,SUP,,,,,0.03795966785290629,25,Alpha_numeric,0.041679646476895184,0.043295249549007819
PCT204742,PCT204769,London Dark Blue 2 Plus,London Dark Blue Plus,bras,plus-size,42DD,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186959.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,350,0,350,143,bras_plus-size_unlined,SUP,,,,,0.056544088572558326,25,Alpha_numeric,0.053156865825347455,0.058729204249348563
PCT204743,PCT204769,London Dark Blue 2 Plus,London Dark Blue Plus,bras,plus-size,42DDD,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186959.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,241,0,241,90,bras_plus-size_unlined,SUP,,,,,0.035587188612099648,25,Alpha_numeric,0.03578556463430306,0.040589296452194827
PCT204744,PCT204769,London Dark Blue 2 Plus,London Dark Blue Plus,bras,plus-size,42G,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186959.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,151,0,151,61,bras_plus-size_unlined,SUP,,,,,0.024120205614867538,25,Alpha_numeric,0.019929058126936863,0.022750050110242535
PCT204745,PCT204769,London Dark Blue 2 Plus,London Dark Blue Plus,bras,plus-size,42H,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186959.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,121,0,121,50,bras_plus-size_unlined,SUP,,,,,0.019770660340055358,25,Alpha_numeric,0.01542866783422616,0.017037482461415114
PCT204746,PCT204769,London Dark Blue 2 Plus,London Dark Blue Plus,bras,plus-size,44D,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186959.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,174,0,174,75,bras_plus-size_unlined,SUP,,,,,0.029655990510083038,25,Alpha_numeric,0.032639475845189433,0.030166366005211463
PCT204747,PCT204769,London Dark Blue 2 Plus,London Dark Blue Plus,bras,plus-size,44DD,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186959.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,184,0,184,80,bras_plus-size_unlined,SUP,,,,,0.031633056544088572,25,Alpha_numeric,0.0359297855586025,0.033974744437763077
PCT204748,PCT204769,London Dark Blue 2 Plus,London Dark Blue Plus,bras,plus-size,44DDD,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186959.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,163,0,163,67,bras_plus-size_unlined,SUP,,,,,0.02649268485567418,25,Alpha_numeric,0.025714404039451695,0.026157546602525557
PCT204749,PCT204769,London Dark Blue 2 Plus,London Dark Blue Plus,bras,plus-size,44G,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186959.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,133,0,133,50,bras_plus-size_unlined,SUP,,,,,0.019770660340055358,25,Alpha_numeric,0.016554043208285033,0.01793946682701944
PCT204750,PCT204769,London Dark Blue 2 Plus,London Dark Blue Plus,bras,plus-size,46DD,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186959.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,149,0,149,60,bras_plus-size_unlined,SUP,,,,,0.023724792408066429,25,Alpha_numeric,0.024698927004038314,0.02164762477450391
PCT204751,PCT204769,London Dark Blue 2 Plus,London Dark Blue Plus,bras,plus-size,46DDD,Top,unlined,Full Coverage,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186959.jpg,Blue,2026-01-03,2026-03-01,Sister,,1,149,0,149,60,bras_plus-size_unlined,SUP,,,,,0.023724792408066429,25,Alpha_numeric,0.021373789208443988,0.021046301864101023
PCT204770,PCT204788,Livi Light Green,Livi Light Green,bras,regular,XS,Top,unlined,Bralette,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186963.jpg,Green,2026-01-03,2026-03-01,Sister,,0,103,0,103,50,bras_regular_unlined,SUP,,103,0,103,0.031113876789047916,5,Alpha,0.028918504715097659,0.034597204063160011
PCT204771,PCT204788,Livi Light Green,Livi Light Green,bras,regular,S,Top,unlined,Bralette,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186963.jpg,Green,2026-01-03,2026-03-01,Sister,,0,561,0,561,244,bras_regular_unlined,SUP,,561,0,561,0.15183571873055382,5,Alpha,0.17459894059102796,0.18143417479633914
PCT204772,PCT204788,Livi Light Green,Livi Light Green,bras,regular,M,Top,unlined,Bralette,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186963.jpg,Green,2026-01-03,2026-03-01,Sister,,0,1121,0,1121,501,bras_regular_unlined,SUP,,1121,0,1121,0.3117610454262601,5,Alpha,0.32871446264859561,0.30554158704616313
PCT204773,PCT204788,Livi Light Green,Livi Light Green,bras,regular,L,Top,unlined,Bralette,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186963.jpg,Green,2026-01-03,2026-03-01,Sister,,0,1095,0,1095,494,bras_regular_unlined,SUP,,1095,0,1095,0.30740510267579341,5,Alpha,0.3205641076857409,0.272654128532636
PCT204774,PCT204788,Livi Light Green,Livi Light Green,bras,regular,XL,Top,unlined,Bralette,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186963.jpg,Green,2026-01-03,2026-03-01,Sister,,0,719,0,719,318,bras_regular_unlined,SUP,,719,0,719,0.19788425637834475,5,Alpha,0.21755141009048495,0.20577290556170169
PCT204789,PCT204810,Livi Light Green Plus,Livi Light Green Plus,bras,plus-size,1X,Top,unlined,Bralette,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186964.jpg,Green,2026-01-03,2026-03-01,Sister,,0,1374,0,1374,540,bras_plus-size_unlined,SUP,,1374,0,1374,0.38709677419354838,4,Alpha,0.4785341577963515,0.38646312717476705
PCT204790,PCT204810,Livi Light Green Plus,Livi Light Green Plus,bras,plus-size,2X,Top,unlined,Bralette,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186964.jpg,Green,2026-01-03,2026-03-01,Sister,,0,1128,0,1128,442,bras_plus-size_unlined,SUP,,1128,0,1128,0.31684587813620074,4,Alpha,0.25251916881587083,0.31642159613873611
PCT204791,PCT204810,Livi Light Green Plus,Livi Light Green Plus,bras,plus-size,3X,Top,unlined,Bralette,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186964.jpg,Green,2026-01-03,2026-03-01,Sister,,0,736,0,736,286,bras_plus-size_unlined,SUP,,736,0,736,0.20501792114695341,4,Alpha,0.2050748789773558,0.2061959815916489
PCT204792,PCT204810,Livi Light Green Plus,Livi Light Green Plus,bras,plus-size,4X,Top,unlined,Bralette,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/186964.jpg,Green,2026-01-03,2026-03-01,Sister,,0,319,0,319,127,bras_plus-size_unlined,SUP,,319,0,319,0.0910394265232975,4,Alpha,0.069678321175005636,0.0909192950948479
PCT205219,PCT205260,Marlena Black,Marlena Black,swimwear,regular,30A,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187036.jpg,Black,2026-01-03,2026-03-01,New,,0,0,0,0,0,swimwear_regular_Two Piece,SUP,,0,0,0,0.0,28,Alpha_numeric,,0.00020108586366378444
PCT205220,PCT205260,Marlena Black,Marlena Black,swimwear,regular,30B,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187036.jpg,Black,2026-01-03,2026-03-01,New,,0,0,0,0,0,swimwear_regular_Two Piece,SUP,,0,0,0,0.0,28,Alpha_numeric,,0.00050271465915946109
PCT205221,PCT205260,Marlena Black,Marlena Black,swimwear,regular,30C,Top,contour,Two Piece,Delta Bogart Lingerie Limited,https://www.adoreme.com/thumbnails/840_123/gallery/0/187036.jpg,Black,2026-01-03,2026-03-01,New,,0,0,0,0,0,swimwear_regular_Two Piece,SUP,,0,0,0,0.0,28,Alpha_numeric,,0.00050271465915946109
